NLS Key,Transfer Action,Hindi,Hindi - Engg,English,English - Engg,,,Tamil,Tamil - Engg,Telugu,Telugu - Engg
DTMF_WAIT_1,,"ज़रूर, मैं यह कॉल hold पर रखती हूँ। आपको policy number मिल जाए तो कृपया हैश दबाएं।",,"Sure, I'll hold. Please press hash when you are ready to resume.",,,,,,,
DTMF_WAIT_ASK_1,,"जी हां, कृपया मुझे बताएं, क्या आपने {{.policy_number}} से समाप्त होने वाली policy के लिए {{.policy_amount}} रुपए का renewal payment already कर दिया है?",,"Yes, please tell me, is the renewal payment of {{.policy_amount}} rupees for the policy number ending with {{.policy_number}} already made?",,,,,,,
DTMF_WAIT_ASK_GREETING_1,,"Hello, कृपया मुझे बताएं, क्या आपने {{.policy_number}} से समाप्त होने वाली policy के लिए {{.policy_amount}} रुपए का renewal payment already कर दिया है?",,"Hello, can you please tell me if the renewal payment of {{.policy_amount}} rupees for the policy number ending with {{.policy_number}} already made?",,,,,,,
DTMF_WAIT_ASK_REPEAT_1,,क्या आपने {{.policy_number}} से समाप्त होने वाली policy के लिए {{.policy_amount}} रुपए का renewal payment already कर दिया है?,,Is the renewal payment of {{.policy_amount}} rupees for the policy number ending with {{.policy_number}} already made?,,,,,,,
DTMF_WAIT_ASK_REPEAT_2,,क्या आपने {{.policy_number}} से समाप्त होने वाली policy के लिए already pay कर दिया है?,,Is the payment for the policy number ending with {{.policy_number}} already made?,,,,,,,
DTMF_WAIT_ASK_SILENCE_1,,"यदि आपने {{.policy_number}} से समाप्त होने वाली policy के लिए already  pay कर दिया है तो कहिये ""हाँ"", वरना कहिये ""नहीं"" .",,"If the the policy number ending with {{.policy_number}} already made, say ""yes"" otherwise say ""no"".",,,,,,,
DTMF_WAIT_ASK_SILENCE_2,,"आपने {{.policy_number}} से समाप्त होने वाली policy के लिए {{.policy_amount}} रुपए का renewal payment already कर दिया है तो कहिये ""हाँ"".",,"If the renewal payment of {{.policy_amount}} rupees for the policy number ending with {{.policy_number}} already made, say ""yes"".",,,,,,,
DTMF_WAIT_ASK_OOS_1,,"दुर्भाग्य से, मैं इसका उत्तर नहीं दे सकती। आपकी मदद करने के लिए, हमारे expert जल्द ही आपसे संपर्क करेंगे।",,"Unfortunately, I cannot answer this. To help you, our expert will get in touch with you soon.",,,,,,,
DTMF_WAIT_ASK_OOD_1,,कृपया क्या आप फिर से बता सकते हैं?,,Can you please repeat that?,,,,,,,
PAYMENT_ALREADY_MADE_INTRO_DATE_1,,"ठीक है, यह कॉल  {{.policy_number}} से समाप्त होने वाली आपकी स्टार हेल्थ पॉलिसी के लिए है जो {{.due_dat}} को due है। कृपया बताएं, आप कब तक यह payment कर पाएंगे?",,"Alright, this call is regarding the renewal of the policy ending with {{.policy_number}} that is due on {{.due_dat}}. May I know by when is it possible for you to complete the renewal payment?",,,,,,,
PAYMENT_ALREADY_MADE_INTRO_DATE_REPEAT_1,,यह कॉल आपकी स्टार हेल्थ पॉलिसी {{.policy_number}} के renewal के लिए है जिसका payment  {{.due_dat}} तारीख को due है। क्या मैं जान सकती हूँ की आप कब तक यह payment  करने में समर्थ होंगे?,,This call is for renewal payment of {{.policy_amount}} rupees for your policy is due on {{.due_dat}}. May I know by when is it possible for you to complete the renewal payment?,,,,,,,
PAYMENT_ALREADY_MADE_INTRO_DATE_REPEAT_2,,यह कॉल आपकी स्टार हेल्थ पॉलिसी {{.policy_number}} के renewal के लिए है जिसका payment  {{.due_dat}} तारीख को due है। क्या मैं जान सकती हूँ की आप कब तक यह payment  कर पाएंगे?,,This is for the pending renewal payment of {{.policy_amount}} rupees for your policy is due on {{.due_dat}}.  May I know by when you can clear the dues?,,,,,,,
PAYMENT_ALREADY_MADE_INTRO_DATE_SILENCE_1,,यह आपकी स्टार हेल्थ पॉलिसी {{.policy_number}} के renewal के बारे में है जिसका payment  {{.due_dat}} तारीख को due है। क्या मैं जान सकती हूँ की आप कब तक यह payment  कर पाएंगे?,,This is for the renewal payment of {{.policy_amount}} rupees for your health insuarance policy that is due on {{.due_dat}}? May I know by when you can complete the process?,,,,,,,
PAYMENT_ALREADY_MADE_INTRO_DATE_SILENCE_2,,क्या मैं जान सकती हूँ की आप कब तक यह payment  कर पाएंगे?,,May I know by when you can clear the dues?,,,,,,,
PAYMENT_ALREADY_MADE_INTRO_DATE_OOS_1,,"मुझे खेद है की मैं इसका सही उत्तर नहीं दे पाऊँगी। आपकी मदद करने के लिए, हमारे expert जल्द ही आपसे संपर्क करेंगे।",,"Unfortunately, I cannot answer this. To help you, our expert will get in touch with you soon.",,,,,,,
PAYMENT_ALREADY_MADE_INTRO_DATE_OOD_1,,कृपया क्या आप फिर से बता सकते हैं?,,Can you please repeat that?,,,,,,,
DTMF_WAIT_NO_INPUT_1,,मुझे अभी तक कोई इनपुट नहीं मिला है। अपना पॉलिसी नंबर प्राप्त करने के बाद कृपया हैश दबाएं।,,I did not receive valid input yet. Please press hash after you get your policy number.,,,,,,,
DTMF_WAIT_INCORRECT_INPUT_AP_1,,कृपया अपना पॉलिसी नंबर प्राप्त करने के बाद कृपया हैश दबाएं।,,"Kindly, press hash on your keypad after you get your policy number.",,,,,,,
SHEET 5 USECASE 1,,,,,,,,,,,
CALLBACK_DATE_1,,"कोई बात नहीं, मैं आपको दोबारा कब कॉल कर सकती हूँ?",,"No issues, when can I call you again?",,,,,,,
CALLBACK_DATE_GREETING_1,,नमस्कार! मैं आपको दोबारा कब कॉल कर सकती हूँ?,,"Hello, when can I call you back?",,,,,,,
CALLBACK_DATE_REPEAT_1,,क्या आप मुझे callback krne के लिए उचित date बता सकते हैं?,,Can you tell me a suitable date for the callback?,,,,,,,
CALLBACK_DATE_REPEAT_2,,मैं आपको दोबारा कब कॉल कर सकती हूँ?,,When can I call you again?,,,,,,,
CALLBACK_DATE_SILENCE_1,,कृपया मुझे callback करने की date बताएं।,,Please tell me date for the callback.,,,,,,,
CALLBACK_DATE_SILENCE_2,,कृपया मुझे callback करने के लिए उचित date महीना  और साल के format में  बताएं।,,"Please tell me suitable date in the format of date month and year, for the callback.",,,,,,,
CALLBACK_DATE_OOS_1,,"मुझे खेद है की मैं इसका सही उत्तर नहीं दे पाऊँगी। आपकी मदद करने के लिए, हमारे expert जल्द ही आपसे संपर्क करेंगे।",,"Unfortunately, I cannot answer this. To help you, our expert will get in touch with you soon.",,,,,,,
CALLBACK_DATE_OOD_1,,कृपया क्या आप फिर से बता सकते हैं?,,Can you please repeat that?,,,,,,,
CALLBACK_TIME_1,,"ठीक है, और {{.callback_date_formatted}}को आपके लिए कौन सा समय बेहतर होगा ?",,"Got it, and what time is preferable for you on {{.callback_date}}?",,,,,,,
CALLBACK_TIME_GREETING_1,,नमस्कार ! मैं आपको {{.callback_date_formatted}}को कब कॉल कर सकती हूँ?,,"Hello, at what time should I call you on {{.callback_date}}?",,,,,,,
CALLBACK_TIME_REPEAT_1,,मैं आपको {{.callback_date_formatted}}को कब कॉल कर सकती हूँ?,,When can I call you on {{.callback_date}}??,,,,,,,
CALLBACK_TIME_REPEAT_2,,कृपया मुझे callback करने का उचित समय बताइये ,,Please tell me a suitable time for the callback.,,,,,,,
CALLBACK_TIME_SILENCE_1,,कृपया मुझे बताइये  की मैं आपको {{.callback_date_formatted}}को कब कॉल कर सकती हूँ?,,Please tell me a time when I can call you back on {{.callback_date}}?,,,,,,,
CALLBACK_TIME_SILENCE_2,,कृपया मुझे callback करने का उचित समय बताइये|  जैसे की आप कह सकते हैं 1 PM .,,Please state a time for the call back. Example 1 PM.,,,,,,,
CALLBACK_TIME_OOS_1,,"मुझे खेद है की मैं इसका सही उत्तर नहीं दे पाऊँगी। आपकी मदद करने के लिए, हमारे expert जल्द ही आपसे संपर्क करेंगे।",,"Unfortunately, I cannot answer this. To help you, our expert will get in touch with you soon.",,,,,,,
CALLBACK_TIME_OOD_1,,कृपया क्या आप फिर से बता सकते हैं?,,Can you please repeat that?,,,,,,,
HANGUP_CALLBACK_SUCCESS_1,,बढ़िया! मैं आपको {{.callback_date_formatted}}को {{.callback_time}} के आसपास कॉल करुँगी। धन्यवाद !,,Great! I'll call you on {{.callback_date_formatted}}around {{.callback_time}}. Thank you!,,,,,,,
HANGUP_CALLBACK_NO_TIME_1,,ठीक है! मैं आपको लगभग इसी समय {{.callback_date_formatted}}को कॉल करुँगी। धन्यवाद !,,Alright! I'll call you on {{.callback_date_formatted}}around the same time. Thank you!,,,,,,,
HANGUP_CALLBACK_NO_DATE_1,,ठीक। मैं आपको जल्द इसी समय के आस पास दोबारा call कर लुंगी। धन्यवाद !,,Okay. I'll call you back soon around the same time. Thank you!,,,,,,,
SHEET 6 USECASE 1,,,,,,,,,,,
PAYMENT_CHANGE_COVERAGE_1,,समझ गई । तो आप अपना कवरेज lower करना चाहते हैं। क्या यह सही है?,,"Understood. So, you want to lower your coverage. Is that correct?",,,,,,,
PAYMENT_CHANGE_COVERAGE_GREETING_1,,नमस्कार ! तो आप अपना कवरेज lower करना चाहते हैं। क्या यह सही है?,,"Hello, so you want to  lower your coverage. Is that right?",,,,,,,
PAYMENT_CHANGE_COVERAGE_REPEAT_1,,आप अपना कवरेज lower करना चाहते हैं। क्या यह सही है?,,You wish to  lower your coverage. Is that right?,,,,,,,
PAYMENT_CHANGE_COVERAGE_REPEAT_2,,"अगर आप अपना कवरेज lower करना चाहते हैं तो कहिये ""YES "" अगर नहीं तो कहिये ""NO""",,"If you want to lower your coverage then say ""yes"", otherwise say ""no"".",,,,,,,
PAYMENT_CHANGE_COVERAGE_SILENCE_1,,क्या आप अपना कवरेज lower करना चाहते हैं ?,,Do you want to lower your coverage?,,,,,,,
PAYMENT_CHANGE_COVERAGE_SILENCE_2,,"अगर आप अपना कवरेज lower करना चाहते हैं तो कहिये ""YES "" अगर नहीं तो कहिये ""NO""",,"If you want to lower your coverage then say ""yes"", otherwise say ""no"".",,,,,,,
PAYMENT_CHANGE_COVERAGE_OOS_1,,"मुझे खेद है की मैं इसका सही उत्तर नहीं दे पाऊँगी। आपकी मदद करने के लिए, हमारे expert जल्द ही आपसे संपर्क करेंगे।",,"Unfortunately, I cannot answer this. To help you, our expert will get in touch with you soon.",,,,,,,
PAYMENT_CHANGE_COVERAGE_OOD_1,,कृपया क्या आप फिर से बता सकते हैं?,,Can you please repeat that?,,,,,,,
PAYMENT_CHANGE_COVERAGE_INCREASE_1,,समझ गई । तो आप अपना कवरेज lower करना चाहते हैं। क्या यह सही है?,,"Understood. So, you want to increase your coverage. Is that correct?",,,,,,,
PAYMENT_CHANGE_COVERAGE_INCREASE_GREETING_1,,नमस्कार ! तो आप अपना कवरेज lower करना चाहते हैं। क्या यह सही है?,,"Hello, so you want to increase your coverage. Is that right?",,,,,,,
PAYMENT_CHANGE_COVERAGE_INCREASE_REPEAT_1,,आप अपना कवरेज lower करना चाहते हैं। क्या यह सही है?,,You wish to increase your coverage. Is that right?,,,,,,,
PAYMENT_CHANGE_COVERAGE_INCREASE_REPEAT_2,,"अगर आप अपना कवरेज lower करना चाहते हैं तो कहिये ""YES "" अगर नहीं तो कहिये ""NO""",,"If you want to increase your coverage then say ""yes"", otherwise say ""no"".",,,,,,,
PAYMENT_CHANGE_COVERAGE_INCREASE_SILENCE_1,,क्या आप अपना कवरेज lower करना चाहते हैं ?,,Do you want to increase your coverage?,,,,,,,
PAYMENT_CHANGE_COVERAGE_INCREASE_SILENCE_2,,"अगर आप अपना कवरेज lower करना चाहते हैं तो कहिये ""YES "" अगर नहीं तो कहिये ""NO""",,"If you want to increase your coverage then say ""yes"", otherwise say ""no"".",,,,,,,
PAYMENT_CHANGE_COVERAGE_INCREASE_OOS_1,,"मुझे खेद है की मैं इसका सही उत्तर नहीं दे पाऊँगी। आपकी मदद करने के लिए, हमारे expert जल्द ही आपसे संपर्क करेंगे।",,"Unfortunately, I cannot answer this. To help you, our expert will get in touch with you soon.",,,,,,,
PAYMENT_CHANGE_COVERAGE_INCREASE_OOD_1,,कृपया क्या आप फिर से बता सकते हैं?,,Can you please repeat that?,,,,,,,
DTMF_3_PAYMENT_CHANGE_COVERAGE_INCREASE_OPT_1,,"बढ़िया! तो, हमारे पास आप के लिए तीन योजनाएं हैं। कृपया {{plan_one}} रुपए plan के लिए 1 दबाएं, {{plan_two}} रुपए plan के लिए 2 दबाएं, {{plan_three}} रुपए plan के लिए 3 दबाएं, या agent call back के लिए star दबाएं।",,"Great! So, you are eligible for three plans. Please press 1 for {{plan_one}} rupees plan, press 2 for {{plan_two}} rupees plan, press 3 for {{plan_three}} rupees plan, or press star to request agent call back.",,,,,,,
HANGUP_SUCCESSFUL_INCREASE_1,,"बहुत बढ़िया, हम आपके नंबर पर, plan की जानकारी के साथ एक नया payment link S M S कर रहे हैं। आपके समय के लिए धन्यवाद । आपका दिन शुभ हो!",,"Amazing, we are sending a text message with the plan and the updated payment link. Thank you for your time. Have a good day!",,,,,,,
DTMF_2_PAYMENT_CHANGE_COVERAGE_INCREASE_OPT_1,,"बढ़िया! तो, हमारे पास आप के लिए दो योजनाएं हैं। कृपया {{plan_one}} रुपए plan के लिए 1 दबाएं, {{plan_two}} रुपए plan के लिए 2 दबाएं, या agent call back के लिए star दबाएं।",,"Great! So, you are eligible for two plans. Please press 1 for {{plan_one}} rupees plan, press 2 for {{plan_two}} rupees plan, or press star to request agent call back.",,,,,,,
DTMF_1_PAYMENT_CHANGE_COVERAGE_INCREASE_OPT_1,,"बढ़िया! तो, हमारे पास आप के लिए एक योजना हैं। कृपया {{plan_one}} रुपए plan के लिए 1 दबाएं, या agent call back के लिए star दबाएं।",,"Great! So, you are eligible for one plan. Please press 1 for {{plan_one}} rupees plan, or press star to request agent call back.",,,,,,,
HANGUP_0_PAYMENT_CHANGE_COVERAGE_INCREASE_OPT_1,,मुझे खेद है की आपके लिए उपयुक्त योजना नहीं मिल रही है। इसमें आपकी मदद करने के लिए हमारे expert अगले 24 घंटों में आपसे संपर्क करेंगे। आपके समय के लिए धन्यवाद । आपका दिन शुभ हो!,,"Unfortunately, I am unable to find a suitable plan for you. To help you with this our experts will get in touch with you in the next 24 hours. Thank you for your time. Have a good day!",,,,,,,
HANGUP_CALLBACK_INCREASE_1,,"जी ठीक है, हमने आपका callback request register कर लिया है। हमारे expert अगले 24 घंटों में आपसे संपर्क करेंगे। आपके समय के लिए धन्यवाद । आपका दिन शुभ हो!",,Alright! We have registered your call back request. Our expert will get in touch with you in the next 24 hours. Thank you for your time. Have a good day!,,,,,,,
PAYMENT_CHANGE_COVERAGE_CALLBACK_DATE_1,,समझ गई। क्या आप manager से बात करने के लिए कोई पसंदीदा तारीख दे सकते हैं?,,Got it. I'll arrange a callback with my manager. Can you give a preferred date for the same?,,,,,,,
PAYMENT_CHANGE_COVERAGE_CALLBACK_DATE_GREETING_1,,क्या आप manager से callback करने के लिए कोई पसंदीदा तारीख दे सकते हैं?,,"Hello, can you give me a preferref date to schedule a callback with my manager?",,,,,,,
PAYMENT_CHANGE_COVERAGE_CALLBACK_DATE_REPEAT_1,,"Manager से callback निश्चित करने के लिए कृपया मुझे उचित समय date, month और year के format में दें |  जैसे की आप कह हैं 1 January {{.current_year}}.",,"To schedule a callback with my manager please give a suitable date in the format of date, month and year. Example 1st january {{.current_year}}.",,,,,,,
PAYMENT_CHANGE_COVERAGE_CALLBACK_DATE_REPEAT_2,,"कृपया मुझे callback निश्चित करने के लिए उचित समय date, month और year के format में दें |  जैसे की आप कह हैं 1 January {{.current_year}}.",,"Please give a suitable date for the callback in the format of date, month and year. Example 1st january {{.current_year}}.",,,,,,,
PAYMENT_CHANGE_COVERAGE_CALLBACK_DATE_SILENCE_1,,"कृपया मुझे callback निश्चित करने के लिए उचित समय date, month और year के format में दें |  जैसे की आप कह हैं 1 January {{.current_year}}.",,"Please give a suitable date to schedule a callback, in the format of date, month and year. Example 1st january {{.current_year}}.",,,,,,,
PAYMENT_CHANGE_COVERAGE_CALLBACK_DATE_SILENCE_2,,"कृपया मुझे उचित समय date, month और year के format में दें |  जैसे की आप कह हैं 1 January {{.current_year}}.",,"Please give a suitable date in the format of date, month and year. Example 1st january {{.current_year}}. ",,,,,,,
PAYMENT_CHANGE_COVERAGE_CALLBACK_DATE_OOS_1,,"मुझे खेद है की मैं इसका सही उत्तर नहीं दे पाऊँगी। आपकी मदद करने के लिए, हमारे expert जल्द ही आपसे संपर्क करेंगे।",,"Unfortunately, I cannot answer this. To help you, our expert will get in touch with you soon.",,,,,,,
PAYMENT_CHANGE_COVERAGE_CALLBACK_DATE_OOD_1,,कृपया क्या आप फिर से बता सकते हैं?,,Can you please repeat that?,,,,,,,
PAYMENT_CHANGE_COVERAGE_AGAIN_1,,ग़लती के लिए खेद है। क्या आप कृपया मुझे बता सकते हैं कि आप अपनी पॉलिसी coverage  को बढ़ाना चाहते हैं या घटाना।,,Sorry for the error. Can you please tell me if you wish to increase your policy coverage amount or lower your policy coverage.,,,,,,,
PAYMENT_CHANGE_COVERAGE_AGAIN_GREETING_1,,नमस्ते! क्या आप कृपया मुझे बता सकते हैं कि आप अपनी पॉलिसी coverage को बढ़ाना चाहते हैं या घटाना?,,"Hello, Can you please tell me if you wish to increase or lower your policy coverage.",,,,,,,
PAYMENT_CHANGE_COVERAGE_AGAIN_REPEAT_1,,क्या आप कृपया मुझे बता सकते हैं कि आप अपनी पॉलिसी coverage को बढ़ाना चाहते हैं या घटाना?,,My bad! Can you please tell me if you wish to increase or lower your policy coverage.,,,,,,,
PAYMENT_CHANGE_COVERAGE_AGAIN_REPEAT_2,,कृपया मुझे बता सकते हैं कि आप अपनी पॉलिसी coverage को बढ़ाना चाहते हैं या घटाना?,,Please tell me if you wish to increase or lower your policy coverage.,,,,,,,
PAYMENT_CHANGE_COVERAGE_AGAIN_SILENCE_1,,क्या आप कृपया मुझे बता सकते हैं कि आप अपनी पॉलिसी coverage को बढ़ाना चाहते हैं या घटाना?,,Can you please repeat if you wish to increase or lower your policy coverage.,,,,,,,
PAYMENT_CHANGE_COVERAGE_AGAIN_SILENCE_2,,"अगर आप अपना कवरेज बढ़ाना चाहते हैं तो कहिये ""increase"" अगर घटना चाहते हैं तो कहिये ""lower""",,"If you want to increase your coverage then say ""increase"", otherwise say ""lower"".",,,,,,,
PAYMENT_CHANGE_COVERAGE_AGAIN_OOS_1,,"मुझे खेद है की मैं इसका सही उत्तर नहीं दे पाऊँगी। आपकी मदद करने के लिए, हमारे expert जल्द ही आपसे संपर्क करेंगे।",,"Unfortunately, I cannot answer this. To help you, our expert will get in touch with you soon.",,,,,,,
PAYMENT_CHANGE_COVERAGE_AGAIN_OOD_1,,कृपया क्या आप फिर से बता सकते हैं?,,Can you please repeat that?,,,,,,,
PAYMENT_HESITATION_1,,मैं समझती हूं। लेकिन क्या मैं कृपया पॉलिसी बंद करने के पीछे का कारण जान सकती हूं?,,I understand. But may I please know the reason behind your decision to discontinue?,,,,,,,
PAYMENT_HESITATION_GREETING_1,,नमस्ते! क्या मैं कृपया पॉलिसी बंद करने के पीछे का कारण जान सकती हूं?,,"Hello, may I please know the reason behind the discontinuation?",,,,,,,
PAYMENT_HESITATION_REPEAT_1,,क्या मैं कृपया पॉलिसी बंद करने के पीछे का कारण जान सकती हूं?,,May I please know the reason behind the discontinuation?,,,,,,,
PAYMENT_HESITATION_REPEAT_2,,क्या मैं जान सकती हु की आप पॉलिसी क्यों बंद करना चाहते हैं ?,,May I know why you want to discontinue the policy?,,,,,,,
PAYMENT_HESITATION_SILENCE_1,,क्या मैं कृपया पॉलिसी बंद करने की वजह जान सकती हूँ  ?,,May I please know why you want to discontinue the policy?,,,,,,,
PAYMENT_HESITATION_SILENCE_2,,क्या आप कृपया पॉलिसी बंद करने की वजह बताकर मेरी सहायता करेंगे?,,Can you please help me with the reason for this discontinuation?,,,,,,,
PAYMENT_HESITATION_OOS_1,,"मुझे खेद है की मैं इसका सही उत्तर नहीं दे पाऊँगी। आपकी मदद करने के लिए, हमारे expert जल्द ही आपसे संपर्क करेंगे।",,"Unfortunately, I cannot answer this. To help you, our expert will get in touch with you soon.",,,,,,,
PAYMENT_HESITATION_OOD_1,,कृपया क्या आप फिर से बता सकते हैं?,,Can you please repeat that?,,,,,,,
PAYMENT_HESITATION_CANNOT_PAY_1,,मैं आपकी बात पूरी तरह से समझती हूं। हमारे expert इसमें आपकी मदद करेंगे। क्या आप कृपया callback  के लिए किसी date का सुझाव दे सकते हैं?,,I totally understand your point. Our experts can help you with this. Can you please suggest a date for the callback?,,,,,,,
PAYMENT_HESITATION_CANNOT_PAY_GREETING_1,,"नमस्ते, मैं आपकी बात समझती हूँ। इसमें आपकी सहायता करने के लिए, मैं अपने expert  के साथ कब आपकी call schedule  कर सकती  हूं?",,"Hello, I was saying that I understand your point. To assist you with this, when can I schedule a call with my manager?",,,,,,,
PAYMENT_HESITATION_CANNOT_PAY_REPEAT_1,,"इसमें आपकी सहायता करने के लिए कृपया callback करने की तारीख़ date ,month और year के format में दें| ",,"To assist you with this, Please suggest a date for the call back in the format of date, month and year. Example first january {{.current_year}}.",,,,,,,
PAYMENT_HESITATION_CANNOT_PAY_REPEAT_2,,"कृपया callback करने की date का सुझाव देने के लिए उचित समय date, month और year के format में दें |  जैसे की आप कह हैं 1 January {{.current_year}}.",,"Please suggest a date for the call back in the format of date, month and year. Example first january {{.current_year}}.",,,,,,,
PAYMENT_HESITATION_CANNOT_PAY_SILENCE_1,,"Callback करने के लिए उचित समय date, month और year के format में दें |  जैसे की आप कह हैं 1 January {{.current_year}}.",,"For the call back please suggest a date in the format of date, month and year. Example first january {{.current_year}}.",,,,,,,
PAYMENT_HESITATION_CANNOT_PAY_SILENCE_2,,"कृपया callback करने की date का सुझाव देने के लिए उचित समय date, month और year के format में दें |  जैसे की आप कह हैं 1 January {{.current_year}}.",,"Please suggest a date for the call back in the format of date, month and year. Example first january {{.current_year}}.",,,,,,,
PAYMENT_HESITATION_CANNOT_PAY_OOS_1,,"मुझे खेद है की मैं इसका सही उत्तर नहीं दे पाऊँगी। आपकी मदद करने के लिए, हमारे expert जल्द ही आपसे संपर्क करेंगे।",,"Unfortunately, I cannot answer this. To help you, our expert will get in touch with you soon.",,,,,,,
PAYMENT_HESITATION_CANNOT_PAY_OOD_1,,कृपया क्या आप फिर से बता सकते हैं?,,Can you please repeat that?,,,,,,,
PAYMENT_HESITATION_NO_BENEFITS_1,,मैं आपकी बात समझ गई लेकिन हमारे expert आपको इस policy से मिलने वाले कुछ बहुत अच्छे लाभ के बारे में बता सकते हैं। क्या आप कृपया callback के लिए कोई date बता सकते हैं?,,I get your point but we have some amazing benefits that our experts can explain you. Can you please suggest a date for the callback?,,,,,,,
PAYMENT_HESITATION_NO_BENEFITS_GREETING_1,,"नमस्ते ! मैं यह कह रही थी, की इस policy से मिलने वाले कुछ बहुत अच्छे लाभ हैं। क्या आप कृपया callback के लिए कोई date बता सकते हैं?",,"Hello, I was saying that we have some amazing benefits that our experts can expain you. Can you please suggest a date for the callback?",,,,,,,
PAYMENT_HESITATION_NO_BENEFITS_REPEAT_1,,इस policy से मिलने वाले कुछ बहुत अच्छे लाभ हैं जो हमारे expert आपको बता सकते हैं। क्या आप कृपया callback के लिए कोई date बता सकते हैं?,,We have some amazing benefits that our experts can expain you. Can you please suggest a date for the callback?,,,,,,,
PAYMENT_HESITATION_NO_BENEFITS_REPEAT_2,,"कृपया callback करने की date का सुझाव देने के लिए उचित समय date, month और year के format में दें |  जैसे की आप कह हैं 1 January {{.current_year}}.",,"Please suggest a date for the call back in the format of date, month and year. Example first january {{.current_year}}.",,,,,,,
PAYMENT_HESITATION_NO_BENEFITS_SILENCE_1,,"कृपया callback करने की date का सुझाव देने के लिए उचित समय date, month और year के format में दें |  जैसे की आप कह हैं 1 January {{.current_year}}.",,"Please suggest a date for the call back in the format of date, month and year. Example first january {{.current_year}}.",,,,,,,
PAYMENT_HESITATION_NO_BENEFITS_SILENCE_2,,"callback करने की date का सुझाव देने के लिए उचित समय date, month और year के format में दें | जैसे की आप कह हैं 1 January {{.current_year}}.",,"For the call back please suggest a date in the format of date, month and year. Example first january {{.current_year}}.",,,,,,,
PAYMENT_HESITATION_NO_BENEFITS_OOS_1,,"मुझे खेद है की मैं इसका सही उत्तर नहीं दे पाऊँगी। आपकी मदद करने के लिए, हमारे expert जल्द ही आपसे संपर्क करेंगे।",,"Unfortunately, I cannot answer this. To help you, our expert will get in touch with you soon.",,,,,,,
PAYMENT_HESITATION_NO_BENEFITS_OOD_1,,कृपया क्या आप फिर से बता सकते हैं?,,Can you please repeat that?,,,,,,,
PAYMENT_HESITATION_OTHER_COMPANY_1,,"ठीक है, लेकिन अंतिम निर्णय लेने से पहले, कृपया हमारे experts को इससे मिलने वाले लाभ की जानकारी देने का मौका दें। क्या आप कृपया callback  के लिए किसी date का सुझाव दे सकते हैं?",,"Okay, we request you to have a discussion with our experts to learn more about the exclusive offers on your policy. Please tell me a date for the callback?",,,,,,,
PAYMENT_HESITATION_OTHER_COMPANY_GREETING_1,,"नमस्ते! लेकिन अंतिम निर्णय लेने से पहले, कृपया हमारे experts को इससे मिलने वाले लाभ की जानकारी देने का मौका दें। क्या आप कृपया callback के लिए किसी date का सुझाव दे सकते हैं?",,"Hello, but before you make your final decisions, please let our experts explain yoy the new exclusive offers for your policy. Can you please suggest a date for the callback?",,,,,,,
PAYMENT_HESITATION_OTHER_COMPANY_REPEAT_1,,"इससे पहले की आप अंतिम निर्णय लें, कृपया हमारे experts को इससे मिलने वाले लाभ की जानकारी देने का मौका दें। क्या आप कृपया callback के लिए किसी date का सुझाव दे सकते हैं?",,"Before you make your final decisions, please let our experts explain yoy the new exclusive offers for your policy. Can you please suggest a date for the callback?",,,,,,,
PAYMENT_HESITATION_OTHER_COMPANY_REPEAT_2,,"कृपया callback करने की date का सुझाव date, month और year के format में दें |  जैसे की आप कह हैं 1 January {{.current_year}}.",,"Please suggest a date for the call back in the format of date, month and year. Example first january {{.current_year}}.",,,,,,,
PAYMENT_HESITATION_OTHER_COMPANY_SILENCE_1,,"कृपया callback करने की date का सुझाव देने के लिए उचित समय date, month और year के format में दें |  जैसे की आप कह हैं 1 January {{.current_year}}.",,"Please suggest a date for the call back in the format of date, month and year. Example first january {{.current_year}}.",,,,,,,
PAYMENT_HESITATION_OTHER_COMPANY_SILENCE_2,,"callback करने की date का सुझाव देने के लिए उचित समय date, month और year के format में दें | जैसे की आप कह हैं 1 January {{.current_year}}.",,"For the call back please suggest a date in the format of date, month and year. Example first january {{.current_year}}.",,,,,,,
PAYMENT_HESITATION_OTHER_COMPANY_OOS_1,,"मुझे खेद है की मैं इसका सही उत्तर नहीं दे पाऊँगी। आपकी मदद करने के लिए, हमारे expert जल्द ही आपसे संपर्क करेंगे।",,"Unfortunately, I cannot answer this. To help you, our expert will get in touch with you soon.",,,,,,,
PAYMENT_HESITATION_OTHER_COMPANY_OOD_1,,कृपया क्या आप फिर से बता सकते हैं?,,Can you please repeat that?,,,,,,,
PAYMENT_HESITATION_OTHER_REASON_1,,मैं समझ सकती हूं। हमारे expert इसमें आपकी मदद कर सकते हैं। क्या आप कृपया callback के लिए किसी date का सुझाव दे सकते हैं?,,I totally understand it. Our experts can help you with this. Can you please suggest a date for the callback?,,,,,,,
PAYMENT_HESITATION_OTHER_REASON_GREETING_1,,नमस्ते! मैं कह रही थी की हमारे expert इसमें आपकी मदद कर सकते हैं। क्या आप कृपया callback के लिए किसी date का सुझाव दे सकते हैं?,,"Hello, I was saying that our experts can help you with this. Can you please suggest a date for the callback?",,,,,,,
